nombre_mots,longueur_moyenne,longueur_minimale,longueur_maximale,distribution_longueur,complexité_shannon,redondance,proportion_0,proportion_1,entropie_des_caracteres,distance_de_hamming_moyenne,est_code
10,4.9,2,7,"[0, 0, 1, 1, 2, 2, 2, 2]",0.9972943816462347,6,0.5306122448979592,0.46938775510204084,0.9972943816462347,3.8222222222222224,False
4,4.5,1,7,"[0, 1, 0, 0, 0, 2, 0, 1]",0.9182958340544896,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,3.6666666666666665,False
9,3.888888888888889,2,7,"[0, 0, 3, 1, 2, 1, 1, 1]",0.9946937953613058,5,0.5428571428571428,0.45714285714285713,0.9946937953613058,3.638888888888889,False
5,5.2,3,7,"[0, 0, 0, 1, 0, 2, 1, 1]",0.9305861291319928,1,0.34615384615384615,0.6538461538461539,0.9305861291319928,3.7,True
5,2.6,1,6,"[0, 2, 1, 1, 0, 0, 1, 0]",0.9957274520849255,3,0.5384615384615384,0.46153846153846156,0.9957274520849255,3.2,False
3,4.333333333333333,2,7,"[0, 0, 1, 0, 1, 0, 0, 1]",0.9957274520849255,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,4.0,True
1,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 1]",0.9852281360342515,0,0.42857142857142855,0.5714285714285714,0.9852281360342515,0.0,True
2,5.0,4,6,"[0, 0, 0, 0, 1, 0, 1, 0]",1.0,0,0.5,0.5,1.0,4.0,True
8,4.375,1,6,"[0, 1, 0, 1, 2, 1, 3, 0]",0.9275265884316759,7,0.34285714285714286,0.6571428571428571,0.9275265884316759,3.7142857142857144,False
3,3.6666666666666665,1,5,"[0, 1, 0, 0, 0, 2, 0, 0]",0.9456603046006401,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,4.333333333333333,True
4,5.25,1,7,"[0, 1, 0, 0, 0, 0, 1, 2]",0.9182958340544896,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,5.0,False
5,4.4,1,7,"[0, 2, 0, 0, 0, 0, 1, 2]",0.9456603046006401,3,0.36363636363636365,0.6363636363636364,0.9456603046006401,4.7,False
10,4.6,1,7,"[0, 1, 0, 3, 0, 2, 2, 2]",0.9986359641585718,8,0.4782608695652174,0.5217391304347826,0.9986359641585718,3.688888888888889,False
3,4.0,2,6,"[0, 0, 1, 0, 1, 0, 1, 0]",0.9798687566511528,0,0.5833333333333334,0.4166666666666667,0.9798687566511528,4.333333333333333,True
8,5.125,2,7,"[0, 0, 1, 1, 0, 3, 0, 3]",0.9961344835095796,5,0.5365853658536586,0.4634146341463415,0.9961344835095796,4.142857142857143,False
2,6.0,6,6,"[0, 0, 0, 0, 0, 0, 2, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,4.0,True
2,6.0,6,6,"[0, 0, 0, 0, 0, 0, 2, 0]",0.9798687566511528,0,0.4166666666666667,0.5833333333333334,0.9798687566511528,3.0,True
10,4.3,1,7,"[0, 2, 0, 0, 3, 3, 0, 2]",0.9681647320759545,7,0.6046511627906976,0.3953488372093023,0.9681647320759545,3.977777777777778,False
9,3.4444444444444446,1,7,"[0, 1, 4, 1, 0, 0, 2, 1]",0.9811522341999133,8,0.5806451612903226,0.41935483870967744,0.9811522341999133,3.6944444444444446,False
6,3.0,1,6,"[0, 2, 0, 2, 1, 0, 1, 0]",0.9182958340544896,4,0.6666666666666666,0.3333333333333333,0.9182958340544896,3.1333333333333333,False
4,2.75,1,6,"[0, 1, 2, 0, 0, 0, 1, 0]",0.9940302114769565,2,0.45454545454545453,0.5454545454545454,0.9940302114769565,3.5,False
5,4.4,2,7,"[0, 0, 2, 0, 0, 1, 1, 1]",0.9760206482366149,2,0.5909090909090909,0.4090909090909091,0.9760206482366149,4.4,True
1,3.0,3,3,"[0, 0, 0, 1, 0, 0, 0, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.0,True
3,2.6666666666666665,1,5,"[0, 1, 1, 0, 0, 1, 0, 0]",0.954434002924965,2,0.625,0.375,0.954434002924965,3.3333333333333335,False
5,5.4,2,7,"[0, 0, 1, 0, 0, 1, 1, 2]",0.9910760598382222,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,4.6,True
10,3.1,1,6,"[0, 1, 5, 1, 0, 1, 2, 0]",0.907165767573082,9,0.6774193548387096,0.3225806451612903,0.907165767573082,3.0444444444444443,False
5,3.0,1,6,"[0, 1, 2, 0, 1, 0, 1, 0]",0.9709505944546686,2,0.4,0.6,0.9709505944546686,3.4,False
4,3.25,1,7,"[0, 1, 1, 1, 0, 0, 0, 1]",0.9957274520849255,3,0.5384615384615384,0.46153846153846156,0.9957274520849255,4.333333333333333,False
5,4.2,1,6,"[0, 1, 1, 0, 0, 0, 3, 0]",0.998363672593813,3,0.47619047619047616,0.5238095238095238,0.998363672593813,4.6,True
8,2.5,1,4,"[0, 3, 1, 1, 3, 0, 0, 0]",0.9927744539878083,5,0.45,0.55,0.9927744539878083,2.357142857142857,False
3,3.6666666666666665,3,4,"[0, 0, 0, 1, 2, 0, 0, 0]",0.9456603046006401,0,0.36363636363636365,0.6363636363636364,0.9456603046006401,2.0,True
5,3.2,1,7,"[0, 1, 1, 2, 0, 0, 0, 1]",0.954434002924965,3,0.375,0.625,0.954434002924965,3.7,False
3,5.666666666666667,4,7,"[0, 0, 0, 0, 1, 0, 1, 1]",0.9774178175281716,0,0.4117647058823529,0.5882352941176471,0.9774178175281716,5.0,True
8,4.375,1,7,"[0, 2, 0, 0, 1, 2, 2, 1]",0.9946937953613058,6,0.45714285714285713,0.5428571428571428,0.9946937953613058,4.285714285714286,False
4,3.75,1,6,"[0, 1, 0, 0, 2, 0, 1, 0]",0.9709505944546686,3,0.4,0.6,0.9709505944546686,3.8333333333333335,False
3,5.0,3,7,"[0, 0, 0, 1, 0, 1, 0, 1]",0.9709505944546686,0,0.4,0.6,0.9709505944546686,5.0,True
10,3.5,1,6,"[0, 3, 0, 1, 2, 3, 1, 0]",0.9852281360342515,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,3.3333333333333335,False
2,2.0,1,3,"[0, 1, 0, 1, 0, 0, 0, 0]",-0.0,1,0.0,1.0,-0.0,2.0,False
4,6.0,4,7,"[0, 0, 0, 0, 1, 0, 1, 2]",0.9949848281859701,0,0.5416666666666666,0.4583333333333333,0.9949848281859701,4.166666666666667,True
6,5.333333333333333,4,7,"[0, 0, 0, 0, 1, 3, 1, 1]",0.9886994082884974,1,0.5625,0.4375,0.9886994082884974,3.8666666666666667,True
10,3.6,1,7,"[0, 3, 0, 1, 4, 0, 0, 2]",1.0,7,0.5,0.5,1.0,3.8,False
9,4.333333333333333,1,7,"[0, 1, 1, 1, 2, 1, 1, 2]",0.999525689293649,6,0.48717948717948717,0.5128205128205128,0.999525689293649,4.111111111111111,False
9,4.666666666666667,2,7,"[0, 0, 3, 0, 1, 0, 3, 2]",0.998363672593813,3,0.5238095238095238,0.47619047619047616,0.998363672593813,3.9166666666666665,False
1,3.0,3,3,"[0, 0, 0, 1, 0, 0, 0, 0]",0.9182958340544896,0,0.3333333333333333,0.6666666666666666,0.9182958340544896,0.0,True
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.7219280948873623,0,0.2,0.8,0.7219280948873623,0.0,True
9,4.222222222222222,1,7,"[0, 1, 1, 1, 2, 2, 0, 2]",0.9980008838722996,7,0.47368421052631576,0.5263157894736842,0.9980008838722996,4.138888888888889,False
7,3.857142857142857,2,6,"[0, 0, 2, 1, 1, 2, 1, 0]",0.9910760598382222,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.4761904761904763,True
6,3.5,1,6,"[0, 1, 2, 0, 0, 2, 1, 0]",0.998363672593813,3,0.47619047619047616,0.5238095238095238,0.998363672593813,3.4,False
9,4.333333333333333,2,7,"[0, 0, 3, 1, 0, 2, 1, 2]",0.9957274520849255,5,0.46153846153846156,0.5384615384615384,0.9957274520849255,3.638888888888889,False
9,3.888888888888889,1,7,"[0, 1, 2, 1, 2, 1, 0, 2]",0.9946937953613058,7,0.45714285714285713,0.5428571428571428,0.9946937953613058,3.888888888888889,False
4,2.25,1,4,"[0, 1, 2, 0, 1, 0, 0, 0]",0.9182958340544896,2,0.3333333333333333,0.6666666666666666,0.9182958340544896,2.3333333333333335,False
10,3.6,1,7,"[0, 2, 1, 2, 3, 0, 0, 2]",0.997772472089982,8,0.4722222222222222,0.5277777777777778,0.997772472089982,3.7333333333333334,False
10,4.6,1,7,"[0, 2, 0, 1, 1, 2, 1, 3]",1.0,7,0.5,0.5,1.0,4.4222222222222225,False
1,1.0,1,1,"[0, 1, 0, 0, 0, 0, 0, 0]",-0.0,0,0.0,1.0,-0.0,0.0,True
2,4.5,2,7,"[0, 0, 1, 0, 0, 0, 0, 1]",0.9910760598382222,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,7.0,True
1,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 1]",0.9852281360342515,0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.0,True
3,3.3333333333333335,1,5,"[0, 1, 0, 0, 1, 1, 0, 0]",0.8812908992306927,2,0.7,0.3,0.8812908992306927,4.0,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
1,2.0,2,2,"[0, 0, 1, 0, 0, 0, 0, 0]",-0.0,0,1.0,0.0,-0.0,0.0,True
5,3.2,2,6,"[0, 0, 2, 2, 0, 0, 1, 0]",0.8112781244591328,3,0.25,0.75,0.8112781244591328,2.4,False
2,4.5,3,6,"[0, 0, 0, 1, 0, 0, 1, 0]",0.9910760598382222,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.0,True
4,4.0,1,7,"[0, 1, 1, 0, 0, 0, 1, 1]",1.0,3,0.5,0.5,1.0,4.5,False
1,6.0,6,6,"[0, 0, 0, 0, 0, 0, 1, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.0,True
1,3.0,3,3,"[0, 0, 0, 1, 0, 0, 0, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.0,True
7,3.7142857142857144,1,7,"[0, 1, 1, 2, 0, 2, 0, 1]",0.9305861291319928,5,0.6538461538461539,0.34615384615384615,0.9305861291319928,3.761904761904762,False
2,6.0,5,7,"[0, 0, 0, 0, 0, 1, 0, 1]",0.9798687566511528,0,0.4166666666666667,0.5833333333333334,0.9798687566511528,5.0,True
10,4.0,2,7,"[0, 0, 2, 3, 2, 1, 0, 2]",0.99819587904281,7,0.475,0.525,0.99819587904281,3.6444444444444444,False
2,2.0,2,2,"[0, 0, 2, 0, 0, 0, 0, 0]",1.0,0,0.5,0.5,1.0,2.0,True
10,4.9,2,7,"[0, 0, 2, 1, 0, 1, 5, 1]",0.9972943816462347,4,0.46938775510204084,0.5306122448979592,0.9972943816462347,3.977777777777778,False
2,5.5,4,7,"[0, 0, 0, 0, 1, 0, 0, 1]",0.4394969869215134,0,0.9090909090909091,0.09090909090909091,0.4394969869215134,4.0,True
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.7219280948873623,0,0.2,0.8,0.7219280948873623,0.0,True
6,3.6666666666666665,1,7,"[0, 1, 2, 0, 1, 0, 1, 1]",0.9023932827949788,5,0.3181818181818182,0.6818181818181818,0.9023932827949788,3.7333333333333334,False
8,4.625,1,7,"[0, 1, 1, 1, 1, 0, 1, 3]",0.9994730201859836,6,0.5135135135135135,0.4864864864864865,0.9994730201859836,4.392857142857143,False
7,2.857142857142857,1,6,"[0, 2, 2, 0, 2, 0, 1, 0]",0.9927744539878083,5,0.55,0.45,0.9927744539878083,3.142857142857143,False
2,4.5,3,6,"[0, 0, 0, 1, 0, 0, 1, 0]",0.9182958340544896,0,0.3333333333333333,0.6666666666666666,0.9182958340544896,4.0,True
8,4.75,2,7,"[0, 0, 1, 1, 3, 0, 0, 3]",0.9919924034538556,6,0.5526315789473685,0.4473684210526316,0.9919924034538556,4.0,False
4,3.25,1,5,"[0, 1, 0, 1, 1, 1, 0, 0]",0.9612366047228759,3,0.6153846153846154,0.38461538461538464,0.9612366047228759,3.3333333333333335,True
9,5.444444444444445,3,7,"[0, 0, 0, 1, 1, 2, 3, 2]",0.992476003943082,2,0.4489795918367347,0.5510204081632653,0.992476003943082,4.0,False
3,5.0,3,7,"[0, 0, 0, 1, 0, 1, 0, 1]",0.9709505944546686,0,0.6,0.4,0.9709505944546686,5.0,True
10,4.8,2,7,"[0, 0, 2, 1, 2, 1, 0, 4]",0.9949848281859701,6,0.4583333333333333,0.5416666666666666,0.9949848281859701,4.355555555555555,False
7,4.0,1,7,"[0, 1, 1, 1, 1, 1, 1, 1]",1.0,6,0.5,0.5,1.0,3.6666666666666665,False
7,3.7142857142857144,1,6,"[0, 2, 0, 1, 1, 1, 2, 0]",0.9957274520849255,4,0.5384615384615384,0.46153846153846156,0.9957274520849255,3.857142857142857,False
9,3.6666666666666665,1,6,"[0, 2, 1, 1, 2, 0, 3, 0]",0.9993375041688847,7,0.48484848484848486,0.5151515151515151,0.9993375041688847,3.7222222222222223,False
2,5.0,3,7,"[0, 0, 0, 1, 0, 0, 0, 1]",0.9709505944546686,0,0.6,0.4,0.9709505944546686,5.0,True
3,5.666666666666667,4,7,"[0, 0, 0, 0, 1, 0, 1, 1]",0.9975025463691153,1,0.47058823529411764,0.5294117647058824,0.9975025463691153,3.0,True
8,3.375,1,7,"[0, 2, 2, 1, 0, 1, 1, 1]",0.8256265261578954,6,0.7407407407407407,0.25925925925925924,0.8256265261578954,3.357142857142857,False
1,2.0,2,2,"[0, 0, 1, 0, 0, 0, 0, 0]",-0.0,0,1.0,0.0,-0.0,0.0,True
7,3.857142857142857,1,7,"[0, 1, 0, 2, 2, 1, 0, 1]",0.9509560484549725,5,0.6296296296296297,0.37037037037037035,0.9509560484549725,3.5714285714285716,False
6,3.3333333333333335,1,5,"[0, 2, 0, 0, 2, 2, 0, 0]",0.934068055375491,3,0.65,0.35,0.934068055375491,3.2666666666666666,False
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.9709505944546686,0,0.4,0.6,0.9709505944546686,0.0,True
6,4.666666666666667,1,7,"[0, 1, 0, 0, 0, 4, 0, 1]",0.9852281360342515,4,0.42857142857142855,0.5714285714285714,0.9852281360342515,4.133333333333334,False
8,5.125,1,7,"[0, 1, 0, 0, 0, 4, 1, 2]",0.9788698505067783,5,0.5853658536585366,0.4146341463414634,0.9788698505067783,4.178571428571429,False
5,3.4,1,7,"[0, 1, 2, 0, 0, 1, 0, 1]",0.7871265862012691,3,0.23529411764705882,0.7647058823529411,0.7871265862012691,4.0,False
7,2.5714285714285716,1,4,"[0, 2, 1, 2, 2, 0, 0, 0]",0.9182958340544896,5,0.6666666666666666,0.3333333333333333,0.9182958340544896,2.4285714285714284,False
3,4.666666666666667,1,7,"[0, 1, 0, 0, 0, 0, 1, 1]",0.863120568566631,1,0.2857142857142857,0.7142857142857143,0.863120568566631,5.0,True
7,4.0,2,6,"[0, 0, 2, 2, 0, 0, 3, 0]",0.996316519558962,5,0.4642857142857143,0.5357142857142857,0.996316519558962,3.8095238095238093,False
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.9709505944546686,0,0.6,0.4,0.9709505944546686,0.0,True
10,3.5,1,6,"[0, 2, 2, 1, 1, 2, 2, 0]",0.9852281360342515,8,0.5714285714285714,0.42857142857142855,0.9852281360342515,3.6444444444444444,False
4,3.5,1,5,"[0, 1, 0, 1, 0, 2, 0, 0]",0.9402859586706311,3,0.6428571428571429,0.35714285714285715,0.9402859586706311,3.1666666666666665,False
3,4.0,1,6,"[0, 1, 0, 0, 0, 1, 1, 0]",0.9798687566511528,2,0.5833333333333334,0.4166666666666667,0.9798687566511528,4.0,True
6,4.5,1,7,"[0, 1, 0, 1, 0, 2, 1, 1]",0.9509560484549725,3,0.37037037037037035,0.6296296296296297,0.9509560484549725,4.266666666666667,False
3,3.0,2,5,"[0, 0, 2, 0, 0, 1, 0, 0]",0.9910760598382222,0,0.4444444444444444,0.5555555555555556,0.9910760598382222,3.3333333333333335,True
8,4.5,2,7,"[0, 0, 1, 3, 0, 1, 1, 2]",0.964078764808229,4,0.6111111111111112,0.3888888888888889,0.964078764808229,4.107142857142857,False
7,2.857142857142857,1,5,"[0, 1, 2, 2, 1, 1, 0, 0]",0.934068055375491,4,0.35,0.65,0.934068055375491,2.4761904761904763,False
3,2.3333333333333335,1,3,"[0, 1, 0, 2, 0, 0, 0, 0]",0.9852281360342515,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,2.6666666666666665,True
7,5.571428571428571,3,7,"[0, 0, 0, 2, 0, 0, 2, 3]",0.97663491144401,3,0.41025641025641024,0.5897435897435898,0.97663491144401,4.095238095238095,True
2,6.0,5,7,"[0, 0, 0, 0, 0, 1, 0, 1]",0.9798687566511528,0,0.5833333333333334,0.4166666666666667,0.9798687566511528,4.0,True
7,4.571428571428571,1,7,"[0, 1, 1, 0, 1, 1, 1, 2]",1.0,5,0.5,0.5,1.0,4.571428571428571,False
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.7219280948873623,0,0.8,0.2,0.7219280948873623,0.0,True
2,5.0,4,6,"[0, 0, 0, 0, 1, 0, 1, 0]",1.0,0,0.5,0.5,1.0,4.0,True
2,5.0,4,6,"[0, 0, 0, 0, 1, 0, 1, 0]",1.0,0,0.5,0.5,1.0,5.0,True
8,3.25,1,6,"[0, 2, 0, 2, 3, 0, 1, 0]",0.8904916402194913,6,0.3076923076923077,0.6923076923076923,0.8904916402194913,2.892857142857143,False
3,4.666666666666667,2,7,"[0, 0, 1, 0, 0, 1, 0, 1]",0.9852281360342515,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,5.0,True
3,5.666666666666667,5,6,"[0, 0, 0, 0, 0, 1, 2, 0]",0.9975025463691153,0,0.5294117647058824,0.47058823529411764,0.9975025463691153,3.3333333333333335,True
5,4.6,2,7,"[0, 0, 2, 0, 0, 1, 0, 2]",0.6665783579949205,3,0.17391304347826086,0.8260869565217391,0.6665783579949205,4.2,False
4,2.25,1,4,"[0, 1, 2, 0, 1, 0, 0, 0]",0.9182958340544896,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,2.3333333333333335,False
5,3.4,2,6,"[0, 0, 2, 1, 1, 0, 1, 0]",0.9975025463691153,2,0.47058823529411764,0.5294117647058824,0.9975025463691153,3.3,True
4,4.75,3,6,"[0, 0, 0, 1, 0, 2, 1, 0]",0.9494520153879484,1,0.631578947368421,0.3684210526315789,0.9494520153879484,3.8333333333333335,True
3,3.6666666666666665,2,5,"[0, 0, 1, 0, 1, 1, 0, 0]",0.9940302114769565,0,0.45454545454545453,0.5454545454545454,0.9940302114769565,3.6666666666666665,True
8,3.125,1,6,"[0, 2, 2, 0, 2, 1, 1, 0]",0.9988455359952018,5,0.48,0.52,0.9988455359952018,3.392857142857143,False
10,4.9,1,7,"[0, 2, 0, 0, 1, 2, 2, 3]",0.9852281360342515,8,0.5714285714285714,0.42857142857142855,0.9852281360342515,4.533333333333333,False
7,3.0,1,7,"[0, 3, 2, 0, 0, 0, 0, 2]",0.9587118829771318,4,0.38095238095238093,0.6190476190476191,0.9587118829771318,3.7142857142857144,False
9,4.333333333333333,1,7,"[0, 2, 1, 1, 0, 1, 1, 3]",0.9957274520849255,5,0.5384615384615384,0.46153846153846156,0.9957274520849255,4.583333333333333,False
6,4.0,1,7,"[0, 1, 0, 1, 2, 1, 0, 1]",0.954434002924965,2,0.375,0.625,0.954434002924965,3.6666666666666665,True
10,3.6,1,6,"[0, 1, 1, 4, 1, 1, 2, 0]",0.9910760598382222,8,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.311111111111111,False
5,4.4,2,6,"[0, 0, 1, 0, 2, 0, 2, 0]",0.9760206482366149,2,0.4090909090909091,0.5909090909090909,0.9760206482366149,3.6,True
3,1.6666666666666667,1,2,"[0, 1, 2, 0, 0, 0, 0, 0]",0.9709505944546686,1,0.4,0.6,0.9709505944546686,1.6666666666666667,True
2,6.0,5,7,"[0, 0, 0, 0, 0, 1, 0, 1]",0.9798687566511528,0,0.5833333333333334,0.4166666666666667,0.9798687566511528,5.0,True
10,4.0,1,7,"[0, 2, 1, 2, 0, 1, 3, 1]",0.9927744539878083,8,0.45,0.55,0.9927744539878083,4.044444444444444,False
5,5.4,3,7,"[0, 0, 0, 1, 1, 0, 1, 2]",0.9990102708804813,1,0.48148148148148145,0.5185185185185185,0.9990102708804813,4.7,True
2,3.5,2,5,"[0, 0, 1, 0, 0, 1, 0, 0]",0.863120568566631,0,0.7142857142857143,0.2857142857142857,0.863120568566631,5.0,True
8,3.75,1,7,"[0, 1, 0, 3, 2, 1, 0, 1]",0.9709505944546686,7,0.4,0.6,0.9709505944546686,3.357142857142857,False
1,2.0,2,2,"[0, 0, 1, 0, 0, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
4,4.5,3,6,"[0, 0, 0, 1, 1, 1, 1, 0]",0.8524051786494786,2,0.2777777777777778,0.7222222222222222,0.8524051786494786,3.0,True
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",0.8112781244591328,0,0.75,0.25,0.8112781244591328,0.0,True
2,5.0,3,7,"[0, 0, 0, 1, 0, 0, 0, 1]",0.9709505944546686,0,0.6,0.4,0.9709505944546686,7.0,True
5,5.4,1,7,"[0, 1, 0, 0, 0, 1, 0, 3]",0.9990102708804813,3,0.5185185185185185,0.48148148148148145,0.9990102708804813,5.2,True
6,4.833333333333333,3,7,"[0, 0, 0, 1, 1, 3, 0, 1]",0.9784493292686189,1,0.5862068965517241,0.41379310344827586,0.9784493292686189,3.466666666666667,True
4,4.0,2,6,"[0, 0, 1, 1, 0, 1, 1, 0]",0.8960382325345574,3,0.6875,0.3125,0.8960382325345574,3.5,True
4,5.75,5,7,"[0, 0, 0, 0, 0, 2, 1, 1]",0.9876925088958034,1,0.43478260869565216,0.5652173913043478,0.9876925088958034,3.5,True
6,3.5,1,6,"[0, 1, 1, 1, 1, 1, 1, 0]",0.998363672593813,4,0.5238095238095238,0.47619047619047616,0.998363672593813,3.7333333333333334,False
8,3.625,1,7,"[0, 1, 2, 1, 1, 2, 0, 1]",0.9922666387194963,7,0.4482758620689655,0.5517241379310345,0.9922666387194963,3.607142857142857,False
8,4.0,1,6,"[0, 1, 1, 1, 1, 2, 2, 0]",0.9886994082884974,7,0.4375,0.5625,0.9886994082884974,3.75,False
10,3.9,1,7,"[0, 1, 1, 2, 3, 1, 1, 1]",0.9957274520849255,7,0.46153846153846156,0.5384615384615384,0.9957274520849255,3.6,False
10,4.0,2,7,"[0, 0, 3, 0, 3, 3, 0, 1]",0.934068055375491,6,0.35,0.65,0.934068055375491,3.2888888888888888,False
6,3.8333333333333335,1,6,"[0, 1, 1, 0, 2, 0, 2, 0]",0.9656361333706098,5,0.391304347826087,0.6086956521739131,0.9656361333706098,4.0,False
9,3.5555555555555554,1,7,"[0, 3, 0, 2, 0, 2, 1, 1]",1.0,6,0.5,0.5,1.0,3.9444444444444446,False
2,5.5,5,6,"[0, 0, 0, 0, 0, 1, 1, 0]",0.9456603046006401,0,0.36363636363636365,0.6363636363636364,0.9456603046006401,3.0,True
2,4.0,3,5,"[0, 0, 0, 1, 0, 1, 0, 0]",1.0,1,0.5,0.5,1.0,3.0,True
8,4.5,1,7,"[0, 1, 0, 1, 1, 3, 1, 1]",1.0,6,0.5,0.5,1.0,3.7857142857142856,False
10,3.3,1,6,"[0, 3, 1, 1, 2, 1, 2, 0]",0.9456603046006401,7,0.36363636363636365,0.6363636363636364,0.9456603046006401,3.488888888888889,False
4,4.0,1,7,"[0, 1, 0, 1, 0, 1, 0, 1]",0.954434002924965,1,0.375,0.625,0.954434002924965,4.666666666666667,True
7,5.285714285714286,3,7,"[0, 0, 0, 1, 1, 2, 1, 2]",0.9352691398683566,5,0.6486486486486487,0.35135135135135137,0.9352691398683566,3.9047619047619047,False
3,2.3333333333333335,1,4,"[0, 1, 1, 0, 1, 0, 0, 0]",0.5916727785823275,1,0.14285714285714285,0.8571428571428571,0.5916727785823275,2.6666666666666665,False
9,3.5555555555555554,1,7,"[0, 1, 2, 1, 3, 1, 0, 1]",1.0,7,0.5,0.5,1.0,3.5277777777777777,False
3,5.0,3,7,"[0, 0, 0, 1, 0, 1, 0, 1]",0.9967916319816366,1,0.4666666666666667,0.5333333333333333,0.9967916319816366,4.333333333333333,True
3,4.333333333333333,4,5,"[0, 0, 0, 0, 2, 1, 0, 0]",0.9612366047228759,0,0.38461538461538464,0.6153846153846154,0.9612366047228759,3.3333333333333335,True
9,3.111111111111111,1,5,"[0, 1, 3, 1, 2, 2, 0, 0]",1.0,8,0.5,0.5,1.0,2.7777777777777777,False
4,4.25,2,7,"[0, 0, 1, 1, 0, 1, 0, 1]",0.9975025463691153,2,0.47058823529411764,0.5294117647058824,0.9975025463691153,4.5,True
6,5.0,3,7,"[0, 0, 0, 1, 0, 4, 0, 1]",0.9871377743721863,2,0.5666666666666667,0.43333333333333335,0.9871377743721863,3.466666666666667,True
6,4.0,2,7,"[0, 0, 2, 0, 2, 1, 0, 1]",0.8708644692353644,4,0.7083333333333334,0.2916666666666667,0.8708644692353644,3.6666666666666665,False
8,4.5,1,7,"[0, 2, 1, 0, 1, 0, 0, 4]",0.997772472089982,6,0.5277777777777778,0.4722222222222222,0.997772472089982,4.714285714285714,False
2,4.0,3,5,"[0, 0, 0, 1, 0, 1, 0, 0]",1.0,0,0.5,0.5,1.0,3.0,True
4,3.25,1,5,"[0, 1, 0, 1, 1, 1, 0, 0]",0.9957274520849255,3,0.5384615384615384,0.46153846153846156,0.9957274520849255,3.3333333333333335,False
10,3.6,1,6,"[0, 2, 2, 1, 1, 1, 3, 0]",0.997772472089982,8,0.4722222222222222,0.5277777777777778,0.997772472089982,3.6666666666666665,False
8,2.75,1,5,"[0, 2, 2, 1, 2, 1, 0, 0]",0.9456603046006401,6,0.36363636363636365,0.6363636363636364,0.9456603046006401,2.8214285714285716,False
8,3.875,1,7,"[0, 2, 1, 1, 0, 1, 2, 1]",0.9811522341999133,6,0.5806451612903226,0.41935483870967744,0.9811522341999133,4.107142857142857,False
5,3.4,1,6,"[0, 2, 0, 0, 1, 1, 1, 0]",0.9774178175281716,2,0.5882352941176471,0.4117647058823529,0.9774178175281716,3.9,True
6,4.666666666666667,2,7,"[0, 0, 1, 1, 1, 0, 2, 1]",0.9666186325481028,3,0.6071428571428571,0.39285714285714285,0.9666186325481028,3.8666666666666667,True
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",0.8112781244591328,0,0.25,0.75,0.8112781244591328,0.0,True
10,3.8,1,7,"[0, 1, 2, 1, 3, 1, 1, 1]",0.9494520153879484,7,0.3684210526315789,0.631578947368421,0.9494520153879484,3.466666666666667,False
4,5.5,3,7,"[0, 0, 0, 1, 0, 0, 2, 1]",0.6840384356390417,2,0.18181818181818182,0.8181818181818182,0.6840384356390417,3.6666666666666665,False
5,5.8,4,7,"[0, 0, 0, 0, 1, 1, 1, 2]",0.9991421039919088,1,0.5172413793103449,0.4827586206896552,0.9991421039919088,4.1,True
9,4.222222222222222,1,7,"[0, 1, 1, 1, 3, 0, 1, 2]",1.0,8,0.5,0.5,1.0,4.0,False
1,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 1]",0.863120568566631,0,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,True
